timestamp,vib_x,vib_y,current,health,image_path
0,0.006286511197686195,0.017279209569096565,1.8008249998092651,0,frames/000000.png
1,0.0912231057882309,0.138909250497818,1.8002567291259766,0,frames/000000.png
2,0.22561201453208923,0.21011273562908173,1.8102596998214722,0,frames/000000.png
3,0.29052984714508057,0.22012698650360107,1.8213765621185303,0,frames/000000.png
4,0.3442479372024536,0.4162991940975189,1.801566243171692,0,frames/000000.png
5,0.4672117233276367,0.47145068645477295,1.8404141664505005,0,frames/000000.png
6,0.5833180546760559,0.49127039313316345,1.8232001066207886,0,frames/000000.png
7,0.6241470575332642,0.6058489084243774,1.8257554769515991,0,frames/000000.png
8,0.5890772938728333,0.6424927115440369,1.824885606765747,0,frames/000000.png
9,0.5966922640800476,0.6746699810028076,1.8479684591293335,0,frames/000000.png
10,0.652493953704834,0.6850787997245789,1.8483232259750366,0,frames/000000.png
11,0.6975129842758179,0.7227823138237,1.8565404415130615,0,frames/000000.png
12,0.5794975161552429,0.6589263677597046,1.855124831199646,0,frames/000000.png
13,0.6743386387825012,0.6771327257156372,1.8504770994186401,0,frames/000000.png
14,0.6027123332023621,0.6409018635749817,1.8523244857788086,0,frames/000000.png
15,0.5995155572891235,0.6660712361335754,1.8591116666793823,0,frames/000000.png
16,0.5727870464324951,0.6019861102104187,1.8412238359451294,0,frames/000000.png
17,0.5422777533531189,0.5434699058532715,1.8493002653121948,0,frames/000000.png
18,0.5325160026550293,0.4728390574455261,1.8528579473495483,0,frames/000000.png
19,0.5151758193969727,0.45019054412841797,1.843321681022644,0,frames/000000.png
20,0.4064796268939972,0.41331347823143005,1.8534106016159058,0,frames/000000.png
21,0.43118199706077576,0.3490786850452423,1.8405743837356567,0,frames/000000.png
22,0.28084611892700195,0.3788090646266937,1.8483014106750488,0,frames/000000.png
23,0.28522470593452454,0.3179854452610016,1.8400567770004272,0,frames/000000.png
24,0.2694375813007355,0.08870594203472137,1.839980959892273,0,frames/000000.png
25,0.18917952477931976,0.09002824872732162,1.8165431022644043,0,frames/000000.png
26,0.11139126867055893,0.13982762396335602,1.8191754817962646,0,frames/000000.png
27,0.07045785337686539,0.09543459862470627,1.8370155096054077,0,frames/000000.png
28,0.06530240923166275,0.09887085109949112,1.8209149837493896,0,frames/000000.png
29,0.07406651228666306,0.07392285764217377,1.8137010335922241,0,frames/000000.png
30,-0.009963402524590492,0.14640943706035614,1.8193914890289307,0,frames/000000.png
31,0.009333441033959389,-0.03580881655216217,1.81240975856781,0,frames/000000.png
32,-0.007961250841617584,-0.018880249932408333,1.799532413482666,0,frames/000000.png
33,0.007250059396028519,0.0823463574051857,1.7886682748794556,0,frames/000000.png
34,-0.0297845508903265,-0.00818235706537962,1.8098548650741577,0,frames/000000.png
35,-0.045288123190402985,-0.0299035906791687,1.7923929691314697,0,frames/000000.png
36,-0.1208801344037056,-0.11388902366161346,1.7651453018188477,0,frames/000000.png
37,-0.12302479892969131,-0.19894787669181824,1.7848248481750488,0,frames/000000.png
38,-0.10936746001243591,-0.14019300043582916,1.7799062728881836,0,frames/000000.png
39,-0.10980735719203949,-0.1790282130241394,1.7764195203781128,0,frames/000000.png
40,-0.2872173488140106,-0.2856316566467285,1.7606056928634644,0,frames/000000.png
41,-0.19195303320884705,-0.3018105626106262,1.7760628461837769,0,frames/000000.png
42,-0.24681209027767181,-0.3177080452442169,1.7509465217590332,0,frames/000000.png
43,-0.3237932622432709,-0.4100964069366455,1.7680152654647827,0,frames/000000.png
44,-0.3996835947036743,-0.4178198575973511,1.7567318677902222,0,frames/000000.png
45,-0.47874629497528076,-0.45827600359916687,1.7691264152526855,0,frames/000000.png
46,-0.4390334486961365,-0.5101551413536072,1.7470746040344238,0,frames/000000.png
47,-0.4600798487663269,-0.5834073424339294,1.7572050094604492,0,frames/000000.png
48,-0.5099182724952698,-0.5703126192092896,1.7584483623504639,0,frames/000000.png
49,-0.5703737139701843,-0.5915705561637878,1.747003197669983,0,frames/000000.png
50,-0.6471388339996338,-0.6489654183387756,1.7510732412338257,0,frames/000000.png
51,-0.7456941604614258,-0.7261897325515747,1.7480069398880005,0,frames/000000.png
52,-0.6959717869758606,-0.6591664552688599,1.758588433265686,0,frames/000000.png
53,-0.6626229286193848,-0.7205187082290649,1.7627893686294556,0,frames/000000.png
54,-0.7480757236480713,-0.6396996378898621,1.7555099725723267,0,frames/000000.png
55,-0.6402072310447693,-0.713552713394165,1.7648087739944458,0,frames/000000.png
